Email_ID,Keyword_1,Keyword_2,Keyword_3,Keyword_4,Keyword_5,Keyword_1_member_0,Keyword_2_member_0,Keyword_3_member_0,Keyword_4_member_0,Keyword_5_member_0,Keyword_1_member_1,Keyword_2_member_1,Keyword_3_member_1,Keyword_4_member_1,Keyword_5_member_1,Keyword_1_member_2,Keyword_2_member_2,Keyword_3_member_2,Keyword_4_member_2,Keyword_5_member_2,Keyword_1_member_3,Keyword_2_member_3,Keyword_3_member_3,Keyword_4_member_3,Keyword_5_member_3,Keyword_1_member_4,Keyword_2_member_4,Keyword_3_member_4,Keyword_4_member_4,Keyword_5_member_4,Keyword_1_member_5,Keyword_2_member_5,Keyword_3_member_5,Keyword_4_member_5,Keyword_5_member_5,Keyword_1_member_6,Keyword_2_member_6,Keyword_3_member_6,Keyword_4_member_6,Keyword_5_member_6,Keyword_1_member_7,Keyword_2_member_7,Keyword_3_member_7,Keyword_4_member_7,Keyword_5_member_7
221,commented,java 9,pull request,annotation,@generated,generated,annotation,java,comment ,pull request,Commented,opened,pull request,annotation,Java 9,commented,opened,pull request,bot, @Generated ,commented,pull request,opened,camel,java 9,jira,commented,CAMEL-11166,annotation,Java 9,CAMEL-11166,bot,commented, @Generated ,-,github,bot,commented,pull,request,generated,annotation,java 9,problem,commented
222,camel-package-maven-plugin,work,make,commit,java 9,make,java ,work,camel-package-maven-plugin,-,commit,make,camel-package-maven-plugin,work,Java 9,commit,camel-package-maven-plugin,work,java,make,commit,camel-package-maven-plugin,java 9,make,work,git,commit,CAMEL-11166,camel-package-maven-plugin,Java 9,CAMEL-11166,camel-package-maven-plugin,java,,-,commit,camel-package-maven-plugin,work,java,-,git commit,camel-package-maven-plugin,make,work,java 9
223,camel-package-maven-plugin,closed,pull request,make,work,closed,pull request,make,camel-package-maven-plugin,work,closed,pull request,camel-package-maven-plugin,make,work,github,pull request,closed,camel-package-maven-plugin,-,camel,pull request,closed,camel-package-maven-plugin,,pull,request,#1639,CAMEL-11166,camel-package-maven-plugin,opened,CAMEL-11166,pull,request,-,closed,pull,request,camel-package-maven-plugin,-,pull request,closed,camel-package-maven-plugin,make,work
224,closed,commented,pull request,annotation,java 9,generated,annotation,java,closed,pull request,Commneted,closed,pull request,annotation,Java 9,commented,closed,pull request, @Generated ,annotation,commented,pull request,closed,java 9,@generated,jira,commented,CAMEL-11166,annotation,Java 9,CAMEL-11166,bot,commented, @Generated ,-,commented,bot,closed,pull,request,generated,annotation,java 9,closed ,pull request
225,resolved,java 9,annotation,problem,fixed,resolved,generated,annotation,java,problem,Resolved,Fixed,annotation,problem,Java 9,resolved, @Generated ,annotation,java,fixed,resolved,java 9,problem,@generated,fixed,jira,resolved,CAMEL-11166,annotation,Java 9,CAMEL-11166,fixed,resolved, @Generated ,-,resolved,fixed,annotation,java,problem,resolved,generated,annotation,java 9,problem
226,java 9,annotation,reassigned,@generated,assigned,assigned,generated,annotation,java,reassigned,Assigned,annotation,problem,generated,Java 9,assigned, @Generated ,annotation,java,reassigned,java 9,problem,@generated,reassigned,,jira,assigned,CAMEL-11166,annotation,Java 9,CAMEL-11166,reassigned, @Generated ,-,-,assigned,reassigned,camel-11166,annotation,java,reassigned,generated,annotation,java 9,problem
227,polished,commit,camel,milo client,milo server,polished,camel-milo,docs ,-,-,commit,polished,milo-client-component,milo-server-component,adoc,commit,polished,-,-,-,polished,commit,camel,milo client,milo server,git,commit,polished,-,-,commit,polished,-,-,-,commit,polished,-,-,-,git commit,polished,camel,repository,-
228,update,description,updated,complexity,readme,update,description,data,formats,complexity,Updated,Estimated Complexity,Novice,update,description,updated,description,formats,languages,readme,updated,complexity,readme,data formats,languages,jira,updated,CAMEL-11146,description,update,CAMEL-11146,Novice,Complexity,update,readme,updated,readme,estimated,complexity,novice,update,description,all,data,formats
229,created,deprecationnote,add,@metadata,improvement,created,add,deprecationNote,Metadata,improvement,Created,Improvement,add,deprecationnote,Metadata,created,add,improvement,note,metadata,created,deprecationnote,add,@metadata,,jira,created,CAMEL-11168,deprecationNote, @metadata,CAMEL-11168,depricationNote, @Metadata,created,-,created,add,deprecationnote,improvement,-,add,deprecationNote,metadata,refer,user
230,camel-bindy,csv,assigned,unbinding,embedded,assigned,camel-bindy,CSV,unbinding,escape,Assigned,camel-bindy,CSV,embedded,quote,assigned,camel-bindy,csv,embedded,quote,reassigned,camel-bindy,unbinding,does not,,jira,assigned,CAMEL7519,camel-bindy,improvement,CAMEL-7519,camel-bindy,CSV,unbinding,embedded,assigned,camel-bindy,csv,unbinding,character,reassigned,camel-bindy,csv,unbinding,not escape
231,opened,pull request,quotingescaped,added,option,opened,pull request,quotingEscaped,added,option,pull request,opened,new,quotingEscaped,added,github,opened,pull request,new,option,quotingEscaped,pull request,opened,,,pull,request,#1640,CAMEL-7519,quotingEscaped,opened,CAMEL-7519,pull,request,quotingEscaped,opened,pull,request,new,option,pull request,new option,quotingescaped,added,pull request
232,camel-bindy,commented,opened,csv,pull request,commented,pull request,quotingEscaped,camel-bindy,CSV,Commented,opened,pull request,CSV,camel-bindy,commented,github,bot,opened,pull request,commented,camel-bindy,unbinding,embedded quote,,jira,commented,CAMEL-7519,camel-bindy,improvement,CAMEL-7519,bot,commented,camel-bindy,-,camel-bindy,bot commented,opened,pull,request,camel-bindy,csv,unbinding,not escape,quote
233,roadmap,spring boot,version,java 9,@generated,generated,java,spring boot,version,roadmap,Generated,Fixed,Roadmap,wait,Spring Boot,roadmap,Camel 2.19,spring boot, @Generated ,java 9,roadmap,java 9,spring boot,version,,2.19,Roadmap,Java 9,Spring Boot,-,2.19,roadmap,latest,-,,roadmap,fixed,wait,released,version,camel,roadmap,beneficial,wait,version
234,jenkins,failure,build,camel.trunk.notest,system,jenkins,build,system,Camel.trunk.notest,Failure,Camel.trunk.notest,Build,Failure,Jenkins,status,camel.trunk.notest,failure,build,system,jenkins,Jenkins,failing,build,,,Jenkins,camel.trunk.notest,3146,failure,-,failure,camel.trunk.notest,jenkins,build,-,jenkins,build,status,failure,camel-trunk.notest,camel.trunk.notest,jenkins,build,system,failure
235,upgrade,spring,commit,camel,repository,commit,upgrade,spring,-,-,commit,upgrade,spring,spring4-version,-,commit,upgrade,spring,pom.xml,parent,commit,upgrade,spring,camel,,git,commit,upgrade,spring,-,commit,upgrade,spring,-,-,commit,upgrade,spring,-,-,upgrade,spring,git commit,repository,camel
236,upgrade,integration,spring,commit,camel,commit,upgrade,spring,integration,-,commit,upgrade,spring,integration,spring-integration-version,commit,upgrade,spring,integration,pom.xml,upgrade,spring,integration,commit,camel,git,commit,upgrade,spring,integration,commit,upgrade,spring,integration,-,commit,upgrade,spring,integration,-,upgrade,spring,integration,git commit,camel
237,cxf,upgrade,commit,camel,repository,commit,upgrade,CXF,-,-,commit,upgrade,CXF,cxf-version,-,commit,upgrade,cxf,pom.xml,-,camel,commit,upgrade,CXF,camel-package-maven-plugin,git,commit,upgrade,CXF,-,commit,upgrade,CXF,-,-,commit,upgrade ,cxf,-,-,git commit,upgrade,cxf,camel,repository
238,example,clean,pull request,opened,camel-milo,opened,pull request,clean,example,camel-milo,pull request,opened,example,applications,camel-milo,github,pull request,clean,example,applications,camel,open,pull request,clean up,applications,pull,request,#1641,opened,clean,pull,request,clean,example,applications,pull,request,clean ,example,camel-milo,clean up,example,applications,pull request,opened
239,roadmap,loadbalancer,update,refactoring,doc,roadmap,refactor,loadbalancer,cloud,update,roadmap,refactoring,doc,LoadBalancer,cloud,camel 2.19,roadmap,loadbalancer,doc,update,roadmap,camel,loadbalancer,update,refactoring,2.19,roadmap,refactoring,LoadBalancer,-,2.19,roadmap,rename,LoadBalancer,doc,roadmap,refactoring,package,doc,update,camel,roadmap,refactoring,update,little
240,cxf,upgrade,commit,camel,repository,commit,upgrade,CXF,-,-,commit,upgrade,CXF,cxf-version,-,commit,upgrade,cxf,pom.xml,-,camel,commit,upgrade,CXF,camel-package-maven-plugin,git,commit,upgrade,CXF,-,commit,upgrade,CXF,-,-,commit,upgrade,cxf,-,-,git commit,upgrade,cxf,repository,camel
241,camel-swagger-java,fails,spring boot,update,tried,Spring Boot,fails,camel-swagger-java,validation,idea,Spring Boot,update,fails,camel-swagger-java,tried,spring boot,web service,fails,camel-swagger-java,update,spring boot,fails,camel-swagger-java,problem,,Spring Boot,camel-swagger-java,-,-,-,fails,camel-swagger-java,web,issue,,spring,boot,fails,camel-swagger-java,update,spring boot,fails,camel-swagger-java,web service,in place
242,version,spring boot,camel-swagger-java,fails,what,Spring Boot,fails,camel-swagger-java,what,version,Spring Boot,update,fails,what,version,what,version,do you,use,fails,spring boot,camel-swagger-java,version,user,,Spring Boot,camel-swagger-java,version,-,-,opened,pull,request,clean,applications,spring,boot,fails,camel-swagger-java,version,spring boot,fails,which version,camel-swagger-java,use
243,folder,exists,check,solve,startup,check,folder,exists,try,solve,folder,exists,try,solve,problem,I'll try,timer,bean,solve,problem,startup,check  ,folder,thank you,solve,check,startup,folder,exists,thank,confirmation,bean,timer,folder,exists,how,check,folder,exists,startup,how,check,folder,exists,confirmation
244,version,fails,camel-swagger-java,spring boot,forgot,Spring Boot,fails,camel-swagger-java,mention,version,Spring Boot,update,fails,version,2.18.3,right,forgot,mention,version,fails,spring boot,forgot,camel-swagger-java,version,right,Spring Boot,camel-swagger-java,forgot,version,-,fails,camel-swagger-java,spring,boot,-,spring,boot,fails,camel-swagger-java,version,spring boot,fails,forgot,mention,version
245,application,commit,clean,example,camel-milo,commit,clean,example,camel-milo,show,commit,clean up,example,applications,camel-milo,commit,clean,applications,camel-milo,clean,clean up,applications,commit,camel,,git,commit,clean,example,applications,commit,clean,example,applications,-,commit,clean,example,applications,-,git commit,clean up,example,applications,camel-milo
246,closed,pull request,example,application,clean,closed,pull request,clean,example,application,pull request,closed,clean up,example,applications,github,pull request,closed,clean,applications,pull request,closed,camel,clean up,applications,pull,request,#1641,clean ,closed,closed,pull,request,example,-,closed,pull,request,clean ,example,pull request,clean up,example,applications,pull request
247,exception,camel-swagger-java,spring boot,noclassdeffounderror,fails,Spring Boot,fails,camel-swagger-java,exception,quoted,Spring Boot,update,turn,off,setting,exception,noclassdeffounderror,logs,validations,setting,spring boot,camel-swagger-java,you,look,,Spring Boot,camel-swagger-java,exception,-,-,NoClassDefFoundError ,camel-swagger-java,ClassNotFoundException ,exception ,-,spring,boot,fails,exception,camel-swagger-java,spring boot,fails,noclassdeffounderror,exception,camel-swagger-java
248,error,spring boot,camel-swagger-java,tried,fails,Spring Boot,fails,camel-swagger-java,tried,error,Spring Boot,update,where,put,setting,validation,still,error,failure,exception,spring boot,where,camel-swagger-java,tried,error,Spring Boot,camel-swagger-java,tried,setting,error,application.yml,failure,setting,camel-swagger-java,-,spring,boot,fails,exception,error,spring boot,fails,camel-swagger-java,validation,error
249,spring boot,dependency,ticket,related,fails,related,ticket,Spring Boot,fails,dependency,Spring Boot,update,fails,related,ticket,ticket,related,swagger-java-starter,additional,dependency,spring boot,camel-swagger-java,ticket,related,hibernate-validator,Spring Boot,camel-swagger-java,CAMEL-10373,2.18.x,hibernate-validator,swagger-java-starter,hibernate-validate,dependency,ticket,-,spring,boot,fails,additional,dependency,spring boot,fails,camel-swagger-java,additional,dependency
250,podcast,floss,show,weekly,offer,podcast,show,arrange,release,FLOSS,FLOSS,offer,help,weekly,podcast,FLOSS,weekly,forecast,help,podcast,podcast,arrange,offer,show,questions,FLOSS,podcast,show,arrange,reminder,podcast,anniversary,show,featured,-,floss,weekly ,podcast,-,-,floss,weekly,podcast,offer,help
